x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053,y0054,y0055,y0056,y0057,y0058,y0059
503,0.686704,3.2610576,0,0,1.4010787,0,0,0,0.31706282,0.5763933,0,0,0,0,0,0,0,2.6268017,0,0,0.6883681,0,0,0,0.41569957,0.35507452,5.507884,0,0.5851314,0,0.97565836,0,0,1.7253909,0,0,0.16943873,0,0,0,0,0.20533697,0,1.4887339,2.0816252,0,0,0.06676066,1.1770864,0.61996216,0,0,0,0,0.5141318,2.0797935,0,0,0,1.5302624
504,0,0,0,1.2926322,0,0,0,0,0.2324534,0,0,0,0,0,1.0188159,0,0,0,1.448968,0.5479927,0,0,0,0.6065346,2.0439005,0,4.213049,1.3105198,0,0,1.6837837,0,0,0.9331286,0,0.42607543,0,0,0,0,0,0,3.505212,1.1098067,1.3147484,0,0,0.5513267,2.2067146,0.5301715,0,5.68446,0.74587953,0.36751327,0.42222485,0.32983983,3.6336675,0,0.32860485,0
505,0,0,0,2.7573845,0,0,0,0,0,1.4272815,0,0,0,0,0,0,4.301372,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4608728,0,5.0108886,0,1.8899618,1.6141076,3.6286306,0,1.421825,0.837866,0.12143409,0.7848703,0.30688742,0,0,0.28099638,1.0445528,0.55918026,0,0.475287,0,0,2.1349738,0.4314268,0,0,0,0,0,0
506,0,0,0,1.8676165,4.0977426,0.22972329,0,4.0354075,0,0,0,0,0,0,0,0,0,1.0800382,0,0,0,0,0.7675531,0,0,0,0,0,0.09056397,0,1.6906368,0.05267217,0,0,0,0,0,0,0.09486388,0.13199665,0,0.36081302,0,0,0,0,0.40669516,0,0,0,2.384456,0,0.5659492,0,0,0,0.91308004,1.1613871,0.9671456,0
507,0,0,1.1544688,2.992816,0,0,0,0,0,0,0,0,0,0.22229384,0.93977016,0,0,0,1.469593,0,2.0765982,0.7280693,0,0,0,3.1593466,0,1.5056984,0.48682433,0,0,0,3.588758,0,0,0,0,0,0,0,2.5159135,1.0206347,0.3112819,0,0,0,0.8778937,0,1.5320059,0,0,0.76756394,0,0,0.2799963,0,0.8331095,0,0,1.774868
508,0,0,0,0.58011967,0,0,0,1.0915331,0,0.847242,0.2488366,0,0,2.0263414,0.8397661,0.26029125,0,0,0.18797967,0,0,1.6105343,0.29257485,0,0,0,0,0,1.7095363,1.2700081,0,0.9649771,1.3083713,0,0,2.839588,0,0,0,1.8171266,0.98497397,0,6.216336,0,3.89718,0,0.9683518,0.003731937,0.29634744,0,0,0,0,0,0,0,0,0.06842654,0,0
509,0,0,1.4264126,0,0,1.5354544,0,0,0,0,0,0,0,0,0,0.80892885,2.664436,2.2109072,1.4904433,0,0,0.7359482,1.2215611,0,0.98330456,0,0,0,0,0,0,0,0,0,3.5933475,0,0,1.786466,0,0,0.9452783,0,0,1.034154,0,0,0,0,0.35429347,0,0,0,0,0,0.036129795,0,0,0,0,0
510,0.23440455,0,0,0,0.21851759,0.99524087,0,0,0,0,1.0592587,2.131338,0,0,0,0.46745008,0,0.41788596,0,0.79243565,0,0,0,0,0,0,1.8359989,0,0.964768,0,0,0,0,0,1.1126385,0,1.9645634,0,0,1.3421642,0.34921455,0.17868339,0.25816822,0,0,0.01673712,0.2691446,0,0,0.11213793,0,0,0.22573005,0,0,4.9919257,1.1656023,0,0,0
511,0,0,0.6708211,2.3111107,0,0,0,0,0,1.1578242,0.14488362,0,0.23827286,1.7552953,0,0.50513065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26518247,4.0372,1.3365717,0,0,2.6191418,2.2286124,0,2.0762196,0,0.49202967,0,0,1.5446702,0.29110444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,2.7582593,0,0,0,0,0,0,1.3596053,0,0,0,0,0,0,0,0,0,0,1.3945692,0,0,0,0.22678933,2.2491634,0.45561618,4.1994324,5.0093274,0,0,5.7510724,0,0,0,0.9099621,0,0,2.0200305,0,1.2797748,1.1362759,0,0.53977,0,1.7787949,2.403769,0,0,0,2.5674422,0.24190786,2.170133,0,2.6249087,0,0,8.098376,0,0,0,0
513,0.3638204,1.8162496,1.5147895,0,2.6396124,0,4.3085313,0,1.2793137,1.7115552,0,0.872373,0,0.14998756,0,0,2.1803455,0,0,0,1.3465459,0,0,0,0.51517457,0,2.3891122,1.5917567,0.31948993,0,0,0,5.807285,2.2561688,0,0,0,0,0.26645333,0,1.3370569,1.1526091,0,0.3396843,0,1.1697502,0.96553534,0,0,0,0.6977586,10.183589,0,0,1.5729425,0,0,0,2.6190166,0
514,0,0.18573704,0,0.9368531,0,0,0.022113416,0,0,0,0.70665735,1.0997143,0.89400256,0,0,0.020942587,0,4.4805326,0,1.5977426,1.0395634,0,0,0.10666094,0,0,9.781344,0,0,0,0,0.7959189,0,1.1264983,2.2859683,0,1.3733075,0,0,0,0,0.15602638,0,0.7566865,3.7451832,0.22023612,0.14245342,0.38285777,0,0,0,0,0,0,0,2.5810683,0.79362434,1.8121916,1.1029772,0
515,0,0.6781075,0,0,0,0,0,0,0.43999586,0,1.802475,3.6544628,0,0.05073947,0.53498226,0,0,0,2.6099432,0,0,0,3.1366372,1.1346732,0,0,1.2950451,0,1.8428701,0.2513018,5.036634,0.7750498,1.0747274,0.37045464,0,1.4493265,0,1.2593241,0.18114622,0.52936894,0,0,0,0,2.4234202,0,0.40569976,0,0,0.068454474,0.86507297,0.40577236,0,1.604304,0,0.05358074,0,0,0,0
516,0,0,0,2.9794364,0,0,0,0,0,0,0,0,0.23730424,0,0,0,1.5350403,0.649302,0.35944584,2.2420387,0,0,0,0,0,0.12202852,2.0890195,1.2364576,0.7137441,3.4665408,1.1172862,0,4.468125,0.026912134,0,0,0,0,0,0,0.21066423,0,0,0,0,1.5890603,0.09846748,0,0,1.4263954,0,0,0,0,0,0,0,0,0,0
517,2.208053,0,0.6239285,4.3918014,0,0,0,2.0224266,0,0.66215956,0,0,0,3.0309172,0,0.7960711,0,0,1.8454684,0,0,0.50101393,0,0.6555514,0,0,0,0,0,0,0,0,10.6983385,0,7.302295,0,0.22033462,0,0,2.384286,0,0,0,0,0,0.16638283,0.087586544,1.056426,2.782121,0.9380377,0,0,0,0,0,0,0,2.3134408,0,0
518,1.5510539,0,0,0,0.64329314,0,0,0,0,0.11751137,0,0,0,0,0,1.1119988,1.0150459,0.20483486,0,0,0.11575849,0,0.008564431,0,0,1.2489938,0,0,0,0.25813922,0,0,0,0,2.126818,0,2.1002421,0,1.0935785,0,1.1031969,3.3790164,0,0,0,0,0,0,2.1858401,0.9360194,0,0,0,0,0,0,0,0,0,0
519,0,0,0,0,0.34591416,0,0,0.46194774,1.0364594,0,0,1.4316585,0.77207303,0,0.36673778,1.4663261,0.6322496,0,0,0.91501796,0,3.584577,0,0.05759301,0,0,0,0,1.149581,0.7125744,2.02537,0,0,1.1207272,0,4.522912,0,2.240253,0,0,0.6295252,0,3.7924058,0,0,1.200242,0.15221655,0,0,0,1.0241729,0,0,1.658881,0.621786,0,0,0.008302794,0.51854795,1.5386604
520,0.33595046,0,0,2.805223,0,0,0,0,0.79663086,0,0,0,2.3005564,0,0,0,0,0,0,0,0.32895246,0,0,0,1.8273416,3.6011913,0,0,0.7387311,0,0,0,0,0.72767854,0.36882442,0,0,0,0.059035473,0,0.14725652,0,0,0,0,0,0.9537685,0.7534688,0,0,6.3980174,0,1.3516465,0.020567209,0,0,0,0.6693966,1.7284025,0.22726265
521,0.92802024,2.6631184,1.5513693,0.47330636,0,0.9238113,0,0,0,0,0,0,0,0.95959306,0.53168154,0,0,1.1150767,0,0,0,0,0,0,0,0.92321044,0,0.50378305,0,0,3.6515818,0.3626719,0,1.8545865,0,0,0.48475048,0,1.6697724,0,0.67677265,0,0,0,0,0,0.41395262,1.8256621,0,0,1.0095323,0,0,0,0,1.6848861,0,1.8405839,0,0.82497877
522,3.0209868,0,0,2.747242,0,0,0.7676477,0,0,1.9019915,0,0,1.9379808,0,0,0,0,0,1.4077089,0,0,0,2.3087003,0,0,0,0,0.50788087,1.1569655,0,2.2711241,0,0,0,0,3.875525,0,0.28328723,0,0,0,0,0,0,4.3367796,0.6299904,0,0,0.7903468,1.8051814,0,0,0,0,1.3942958,0,3.378039,0,1.2387991,0
523,0,1.117881,0.08103915,0,2.0035632,0,0,1.2538576,0,0,2.6507444,2.197893,0,0,0,0,0,0,0,0,1.9747552,0,0,0,0.040748015,0,18.791956,0.000893205,0,0,0,0.84865445,0,0,0.16227762,0,0,0.09561191,2.0373614,0,0.2813083,0,0,3.610283,0,0,0,0,0,0,2.9482,0.2232399,0,2.2378147,0.19673678,3.529032,0.3732571,0,0.25345683,0.037371658
524,0,1.4022651,0,0,0,2.0707192,0,0,0.9087064,0.30020887,0,0,0,0.52294624,0,0,0.57979697,2.0706441,0,0,0,0.055578213,0,0.5443283,0,1.5772178,0,0,0,0,2.201815,0,0,0.6198963,0,0,0,0.05055451,0,0,0,0,4.3592596,0.11751846,0.3715206,0,0,0,1.8784767,2.529308,0,0,0,0,0.10259833,0,0,0,0,0
525,1.6658108,1.2309815,2.8211255,0,0,0.86853904,0,0.10904173,0,0,0,1.2481003,0,0,0,0,0.3797081,1.8150754,0,0.49384767,0,0,0,0,0,0.25499636,0,0,0.27972052,0,0,0,1.2778059,1.3901323,0,0.23953518,2.5500245,2.179161,0.7851478,0.16803119,0.7433719,0,0.9674787,0,1.9440084,0,0.08246224,0,0,0,0,2.6480913,1.3445096,0,0,0.25577474,0.9428694,0,1.1774654,0
526,0,0,0,4.901572,0,0,2.0343664,1.2165321,0.77933,1.1927106,0.008319912,0,0,0,0,1.7075763,0,0,2.0816894,0,0,0,0.08992569,2.4327424,0,0,0,0.3287091,1.0405672,1.089598,0,0,0,0,1.3184079,1.1873729,0,0,0,1.623329,0.6803312,0,0,0,0,1.8027021,0.27777302,0,0,0.7413583,0,0,1.7820712,0,0,0,1.011083,0,0,0.093514495
527,1.8176639,0,0,0,0,0.52297187,0.34994903,0,0.66008145,0,0,0,1.640811,1.4420516,0.7261931,0,0.90382105,0,0,0,2.485976,1.5429256,0.001226662,0.007770542,0,0.35577068,0,0,0,0,0,0,0,0,0.40233797,0,0,0,0,1.3732872,0,0.041328307,4.9434147,0,0,0,0.9478444,0,1.7133949,0.010856321,0,0,0,0,0.8775911,0,0,0,0,0
528,0,0,1.2849877,0,0,0,0,0,1.286702,0.071410894,0,0,1.0881631,1.0298629,0.09800743,0.9274824,0,3.460791,0.014248991,0.08754984,0,0,0.69626105,0.08114072,0,2.0475757,0,0,0,0,0,0.47090983,0,0,2.0500977,0.18491073,2.5948267,0,0,0,0,0,6.5693083,0.0571261,0.5397534,0.77793336,0,0,0,2.1980495,2.330624,0,0,0,0,2.8272164,0,1.2405529,0,0.9346267
529,0,0.99926454,1.3854477,0,0.93928564,0.15806074,0,1.0196719,1.6113224,0.17274542,0.49970132,0,0,0.42104244,2.0780895,2.4314034,1.2741814,0,0,1.4010177,1.026551,0,0,0,0,2.9410107,4.0787845,0.0882123,2.7273686,0,1.6772999,0,0,0,1.299681,0,0,0,0,1.1794956,1.1642613,0,0.78622556,0,2.2490642,0,0,1.26888,0.057451844,0,0.8951651,0,0,0,0,0,0,0.44085523,0,0
530,0.72780263,0,0,0,0.57588667,1.1073537,0,0.29993615,0.95909643,0,0,0.6186232,0,0,0,0.17583668,0,0,0,0,0,0,0.54178476,0,2.4077773,0,0,0.8947595,0,0.255951,0,0,1.3089973,0.26150274,5.7736893,0,0,1.0310211,0,0,0.9957065,1.2266983,3.8688405,0,0,0,0,0,0,0,0.02383257,4.5104227,2.3279212,0,0.18318291,0,0,0,0,0.46365157
531,0,0,0,0,0.093053184,0,0.51559055,3.1198492,0,0.012814704,0,0,0,0.40307817,0.49310696,0,3.0223534,0,0,0,0,0.06854049,0,0,1.1295148,0,0,0.7789579,0.24303295,2.7025523,0.2645611,2.1138144,0.23722243,1.8193341,0,0,0,0.16675553,0.72967374,0,0,0,2.141747,0,0,0,0,1.9707129,0,0,4.7900395,0,0,0,0.9661885,0,0,0,3.2428074,0
532,0,0,0,0,0,0,0.5949197,0,1.8791008,0,0,0,0,0,0,0,0,0,0,2.1242228,0.22881892,1.0479466,0,0,0.41179186,0,1.5298667,0,0.24579544,0,0,0,0,1.0489596,0,0,1.4030902,2.511003,0,0.112618394,0,0,0,1.0608796,0,0,0,0,0,0,0,0,0,0.4147165,0.7658219,0,0.61371124,0.77649105,0,0
533,0,0,0,3.1500502,0,1.7346413,1.6512972,0,0,0,0,0.20684454,0.2494965,0.48390374,0.74249774,0,0,0.43487063,0,0.14396332,1.1982425,0.83786494,0,1.5457683,0,0.42978132,0.43581554,0,0,1.7304996,0,0,2.2805605,1.1018088,0,2.3586285,5.825791,0,0,0.17562282,0.40988976,0.035142895,0,1.2230256,2.2647657,0,0,0,0,0,0,0,0,0.7878176,0,5.7758822,0.7393026,0.2257372,0,0
534,1.1283531,0.5418126,0,0,3.8785765,0.41905317,0,2.8144395,0.9938136,1.3597527,0.6032907,2.1008785,1.1918784,0,0,0,0,0,3.604772,0,0,0,0,0,0.31615752,2.9226203,2.921845,0.229693,0,0,0.8147378,2.1592913,0,0,1.4069315,0,0.7915371,0.37994835,2.8071704,0,0.15272811,0,0,0,0,0,0.16908723,1.4897759,0,0,1.0037445,10.350753,0,0,0,0,0,0,0,2.0160074
535,0.24587156,0,1.2770956,0,0,0,0,1.427366,0,0,3.6444595,0,0,1.3740591,0.0264906,1.992579,0,0,0,0,0,0.20073324,0,0,0,0,0,0.24670382,0,0,0.4906064,0,8.082383,0,2.6260853,0,0,0,0,0.27150947,1.7790333,2.2542298,0,0,0,0,0,0,0,2.509461,0,0,0.5356477,0,0.7818122,0,1.3316102,0,0,0.29322934
536,0,0,0,5.044117,0,1.3083689,0.37416142,0.36614722,1.2568957,0,0,0,0.64858806,1.1224008,1.5585767,0.79388696,0.16851433,0,0,0,0,0.76100296,0,2.3943233,0,0,6.0203705,0.20845582,0,0,1.309344,0,1.5249256,0,0,0.91353387,2.4196208,0.74403405,0,0.25681478,0,0,0.8875209,0,0,0,0,0,0.99271727,0,0,0,0,0.034179654,0.80290604,0.6043755,0,0,1.36647,0
537,0,0,0,3.5150402,0,0.99221903,0,0,0,0,0,0,0.9833584,0,0,0,0.21163274,0,0,0,0,0.013221977,0,0,0.12598729,0,0,0.9542887,0,0,0.17286253,0,0.06921173,0,0.6215839,0.57655305,2.447898,0,0,0,0.5069786,0.19005717,0,0,0,0.4630554,0.039882552,0.117114656,0.35494417,0,0,0,1.0492976,0,0,5.550692,1.8582145,1.3443922,0,0
538,0,0,0,1.4989148,0,1.325087,0,0,0,0,0,0.49881408,0.048748862,0,0,1.1610723,0.3667065,1.0234171,0,0.98086786,0.1637014,0.56326574,0,0,1.8885788,0,2.36764,1.4229621,1.9969279,2.1040583,0,2.8063593,0,0,0,0,0,1.436135,0,0,0.016267791,0.5927427,0,0,3.411492,0.3493217,0,0,0,0,0,7.092328,0.68529034,1.7972322,1.4895071,0,0,0,0.52260154,0
539,1.1136721,1.7479408,1.8111974,1.0673664,0,0.4406887,0.5349473,0,0,0,0,0.5119877,0,0.38398233,0.3368852,0,0,0.52945185,0,2.1364465,0.30350962,0,0.79468286,0,0,0,0,0.32082397,0,1.1197678,7.3544955,0,0,0,3.1050792,0,0,0.7528921,1.3203655,0,0.7017257,1.2156843,0,0,0.47762525,0.16199565,0.72404414,0.6009123,0.5332111,0,0.369936,0,0,0,0,0.54821277,0,0,0.47558126,0
540,1.655684,0.504717,0,4.3711987,0,0.3979924,0.5295131,0,1.7479537,0,1.7823501,0,0,0,0,0,0,0,0.4602319,0,0.31015694,0,0.094265446,0,0.8120716,0.4981113,0.26374486,2.298512,0,0,0.32105085,0.8926735,1.7504628,0,0,0,1.0788276,0,0,0.9115703,0.36484438,0,0,2.6792948,2.4606063,1.4473153,1.3117085,0,0.14797942,0,1.2206084,0,0,0.43459597,0.4064589,0,0,0,0.749066,0
541,0,0,0,0,4.3889804,1.2551147,0,5.330557,0.6078338,0.28604937,1.0448629,0,0.61461455,0,0.24673638,0,0,1.1404046,0,0.809526,0,0,0,0,0,0,0,0,0,4.0512047,0,0,0,0.8916486,0,0,0,0.80095804,2.8986266,0,0,0,0.9718189,0.76437557,3.665963,0,0,1.9587469,0,0,0.48776725,3.0085747,0,0,0,0,1.6285585,0,0.13815698,0.48937976
542,0,0.20958102,1.1191672,0.7905037,0,1.8537016,0,0,0,0,0.12001853,0.52231544,0,0,0.20560089,1.3902074,0,0,0,0,0,0,0,1.6403228,0,0,4.794323,0.6848383,0,0,0,1.7696126,3.6885352,0.89159876,0,0,0,0,0.041173752,0.48619422,0,0.21837714,0,0,0.9668103,0,0,0,1.7046642,0,0,0,0.89550054,0,0,0,0,0,0,0
543,0,0,2.7934527,0,0,0.34738183,0,0,0.17609937,0.19749397,0,0.9840129,0,3.704071,0,0.33904737,0,0,0,0,0,0.7690886,0,0.019132225,0,5.7156296,0,0.66035116,0,0,0,1.2636251,3.2211773,0,0,0,1.8225223,0,0,0,1.8767501,0.6041107,0,0,0,0,0.034969706,0,0.43999004,0,0,0,0,2.548406,0,0,0,0,0,0
544,0,0,0,1.0265806,0,0.6740875,0,0,0,0,0.026546963,0,0,1.985477,0,0,0.27308616,0,0.17836384,0.8092297,0,1.2273022,0,0.38831973,0,1.611372,3.9343042,0,0,0,0,0,0,1.4854208,0,0,0.080287084,0.88102645,0,0,0,0,3.8442185,0.045372497,0,0,0.55281883,0.27391273,0,0,1.5074894,0,0.5558466,0,0,0,0,0,0,0
545,0,0.46367753,0,0,0,1.7971085,0,2.0584948,0,3.276769,1.4289435,0,0,0,0,0.045158226,0,0.028416779,0,0,1.0061338,0,0.8294966,0,0,0,0,0,0,2.2309551,0,0,0,0,1.0202243,3.5593474,0,0,0,0.19577816,0.115862034,0,0,0,0,1.1184753,0,0,0,0.42209277,0,1.8332418,0,0.000308866,0,0,0,0,0,0
546,0.6998265,0,0,2.8978016,0.5700861,0.80841863,0,0,0,0,0,0,0,0,0.006159806,0.33024687,0.41945365,0,0,0,0,0.054497164,2.1600132,0,0,0.20972106,0,0,0,0,5.8342166,0,0,0.82859576,4.6684284,2.76218,0,0,0,0.3496215,0,0.87661093,0,0,0,0.13645996,0.7078279,0,0.20650555,0,0.673991,0,1.2530402,0,0,2.045311,0,0,0,0
547,0,0,0,0,1.0518674,2.913718,0.9208834,0.09190629,0,0.19730784,0,1.2606791,0,0,0,0,0,0,0.82250845,0,0,0,0.86335105,1.7510622,0.055846695,0,0,0.6599255,0,0,0,0,1.754507,0,5.146018,0,1.9134195,0,0.7294531,0,0,0,6.6725183,0,0,0,0,0.2361292,0.671838,0,0.6796348,0,0,1.3850213,0.6333046,0,0,1.9981982,0,0
548,0.7325937,0,0,0,0,0.79251665,0.36919507,0,0,0.23948692,0,0,1.5945992,0.73758876,0,0,0.062182438,0,0,0,0.6303584,0,0,0,0,0,0,1.7832353,1.203967,0.84671104,0,0.788621,0,0,0,1.3149824,0.7850361,0.4527035,0,0.7433548,1.5570589,0,2.438731,0,1.780429,0.48578086,0,2.286118,0.10996506,0,0,0,0,1.0934758,0,3.1599712,0,0,0,0.65258795
549,0,1.8754754,0,0,0.004850818,1.4647067,0.08450315,0,2.1809444,0,0,0,0.37264833,0,0,0,0.28417462,0.6783433,0,0,0.80335265,0,0.5293945,0,0,1.3437989,0,1.2723478,1.0174782,0.17583765,0,0.24713811,0,0,0,2.0848703,0,0,0.32460234,0.87315875,0,0,2.7641118,0,0,0.5688882,0,0,1.9935968,1.5810398,0,0.15956114,2.0396414,0.43116447,0,0.44565123,0.6717876,0,0,0
550,0,0,0,0,2.6330123,3.6998518,0,0,0.57746524,0,0,0,0,0,0,0,0,0,0,0,0.52311045,0,0,0,2.1429915,0,5.598432,0.012675595,0,0,0.55928177,0,0,1.3972641,0.35218078,0,0.31788546,0,0,0,0.9679085,0,0,0,0,1.1104122,0.010438808,0.64605033,0,0.4657632,5.009132,0,0,0,0.24521644,0.17113906,0.10987366,0.43329936,0.22812517,0
551,0,0,0.13307312,2.1376007,0.81701463,0,0.6581891,0.9548563,0.19167785,0,0.4568597,0,1.9498671,2.1321774,0,0.030744791,0,1.1848705,0,0.40716383,1.0872407,0,1.2249817,0,0,1.0810623,0,0,1.2467719,0,1.0948048,0,2.6211812,1.3625107,1.5488988,0.82005024,0,1.3298655,0,0.04217422,0,0,0,0,0,0,0.30129388,0.04749178,0.6111987,0,2.322671,0,0,0,0.87850785,1.9797103,0,0.03172908,0,0
552,1.2433478,2.5783653,0,0,0.8112205,0,0,1.8399196,0,1.0113828,1.7242215,0.058673326,0,0,1.2322918,0,0,0.4079954,0,0,0,0,0,0,0,0,2.7148547,0,0,0,0,0,0.9696789,0,0,0.13291316,3.16588,0,0,0.5393553,0.58825976,0,0.78928334,0,0,0,0,1.2386988,0.9967086,0,0,0,1.2064242,1.1038668,0,0.04076377,0,0,0.9750423,0.040139876
553,0,0.6456805,0.7897105,6.6768627,1.7254117,0,0,3.509193,0,0,0.07483296,0,0,0,0,0,0,0.030144624,0,2.147107,0,0,0,1.8303511,2.3122382,0,6.301093,0,0,0,0,0,0,3.220881,1.5996675,1.5138664,0,0,0,0,0,0,3.4143422,1.412234,9.507888,0,0.28725183,0.20596953,0,0,0,0,3.2741187,0,1.047685,0,0.7247141,0,0,0.432779
554,0,0.965884,1.8409673,0,0,0.15140028,1.5303595,0,0,0,0,1.0716213,0,0.7221313,0,0,0.7695823,0,1.5546163,0,0,0.64235914,1.2796935,1.2308382,0,0,0,1.2383964,0,0.26237535,0,0,0,0,0.004772833,0,0,0.0681913,0,2.6107035,1.0954647,1.0069366,3.932086,0,0,0,0.16850422,0.22795601,0,0.5998691,0,2.314746,0.28166735,0.54612577,0,0,0.22908296,1.9345291,0,1.0150131
555,2.6755648,0,0,0,0,0,0,3.148085,0,0,0,0,1.3671296,0,0,0,0.77731735,0,0,0,0.6163104,3.3402135,0,0,0,4.1598735,0,0,0,0,5.480433,0,0,0.03887337,2.3582392,0,0,0.87726563,0,0,1.3324776,0,0,0.81100655,0,0,0,0,1.1162155,0.114699915,0,3.2666364,3.3185897,0,0,0,0.48479107,1.758592,1.3781445,0
556,0,0,0.003370703,3.8892524,0,1.5130541,0.6113393,0.6222754,0,0,0.19381082,0,0,0.57342523,0.78792816,0.5905651,2.3761873,0,0.82862836,1.0492138,0,0,1.0826179,0,0.79462725,0,1.360032,0,0,0,0,0.86074793,0,0,4.4251957,0,3.3989673,0,0,0,0,0.21831311,0,0.11313964,0.608187,1.0875705,1.625173,0.43580303,0,0.4651037,0,0,0.091609105,1.7896984,0,0,0,0,0.15329608,0
557,2.0020847,0,1.5219685,0,0,0,0,0.81978947,0.55262583,0,0.056196015,0,0.20036855,0.8174362,0,0,0,1.1195964,0,0,0,1.673528,0,1.8124114,0.21008895,0,3.7579665,0,0,0,0,1.1552408,0,0.6406122,0,2.1032224,0,1.0676376,0,0,0,4.1374173,0,0,0,0,0,0,0,0,0,7.0001235,0,2.6684387,0,2.8544347,0.3762572,2.7672722,0,0.10612959
558,0,0,0,0,0,0,0,0.48479143,1.1322174,0,0,3.1750648,0,0,0,0.59749526,0,2.3037415,0,0,2.051713,0,0,0,0,0,0.8911718,0.7407115,0.3593898,0,3.1044147,0,0,0.119466975,0,0,3.3462496,0,0,0,0,0,6.0583973,0,0,0,0,0.7661779,0,1.1745099,0,0,0,0,0,0.19476226,1.1297119,0.046550438,0.54148537,0.46183136
559,0,0,0,0,1.2428733,0.5436511,0,2.8555062,0,0,0,0,0,0.10757987,0.15932988,0,0,0,0.27879316,0,0,0,0,0.100207925,0.75226635,0,0,0.52027047,0,2.4528565,0.5881464,0,0,0,0,0,0,0,2.1150992,0,0,0,0,0,0,0.04796385,0.25652763,0.44152126,1.2135493,0,3.7138708,1.8800597,0,0,0,0,0,0.5301505,0.5076402,0.7079956
560,0,0,0,0,0.56959254,0.61704993,0.07268873,1.5222331,0.7538125,0,0,0.060948707,3.1026678,0,0.6168758,0,0,1.6122111,0,1.1584748,0.22364601,0,0.9365478,0,0.33647254,0,5.873829,0,0,1.0232922,0.8498414,0.70927775,3.5384724,1.7814705,0,3.9661844,0.21357186,0,0.4393973,0,0.22370316,0.13382521,0,1.075238,0,0,0,0.29888618,0,0,0,0,0,0,0,0,0.7139166,1.7046582,0.5605019,0
561,0,0.5546365,0.07824672,0,0,0,0.9411886,0,0.09353788,0.5666926,0,0,0,0.8353982,0.7958321,1.8934181,0,1.3915116,0,0,0,0.6000183,0,0,0,0,0.41865036,0,3.1343071,0,0,0.16146335,8.043539,0,0,1.0389817,2.714866,0,0.6984408,0,0.14352211,0,0,1.7688884,0,0.3341528,0.1040975,0,0,0,0,0,0,1.5367632,0.8636125,0.34579962,0,0,0.46204278,0
562,0,1.3989891,0,6.781884,0.67191166,0,0.22026691,0,0,0.08514505,0,0,0,0.4612422,0,0,0,0,1.320147,0,0.6309881,1.0784483,0,0,2.4421537,7.61058,0,0,0,0,0,0,8.153804,0.54646826,1.8945094,0,0,0,0,0,0,0,0,0,0,0.7087133,0.060900886,2.0894,0,0,0,6.0690727,0,0,0.5124206,0,0.08414631,0,0.13780655,1.1480119
563,0,0,1.2713988,0,0,0,2.4477918,0,0,0,1.2517304,0,0,0,2.402825,0,0,0,0,0,2.5991707,0,0,0,0,0,1.1466608,0.29451305,0.9234629,0,0,0,3.4635594,0,0,0,0,0,0,0,0,0,4.0220323,0,0,0,0,0,0.617887,0,0,0,1.2181871,0,0,1.8934543,0,0,0.89688075,1.8270371
564,0.016857924,0.7528232,2.9971516,5.8273273,0,0.044562757,0.6154318,0,0,0,0,1.2074764,0,1.9522349,0,0,0,0,0,0.20643699,0,0.8483618,0.17421034,1.0073445,0,0,0,0,0.85384953,0,0,1.8845346,3.2670548,0,0,0,0,0,0,0,0.25497854,0.9223738,0.45726055,0,0,0.56772596,0,1.0934901,0.38619933,1.1964496,0,0,0.9877882,0,0,0.47164983,0.7873012,0,0.15158653,0
565,0,0,0.94855905,0,0,0.58625126,0,0,0.89057165,0.5246997,0.6656174,0.8588508,0,1.2414116,0.10701159,1.3957543,0.6132427,0,0.27893734,0,0,1.4103576,0,0.37724394,0,0,1.6835233,0.28558677,0,3.9340312,0.07777716,0,1.3339078,0.815218,0,0,0,2.0981495,0.33910295,0,0,1.6781027,0,0.17994049,0,0,0,0,1.807808,1.1040508,0,0,1.0441446,0,1.6244714,0.021658277,0.7319773,0,0,0
566,0,0,0,0,0.43032405,0,0,0.7961049,0,0.12732485,0.997848,0.97827476,0,0,0,0.46178585,0,2.353973,0,1.3040427,0,0,0,0.48345557,0.43236256,1.9401245,7.7658687,0,0,3.5580091,0,0.38427177,0,0.47342372,0,0,0,0.025620304,1.7442443,0,0,0,0,0,8.209567,0,0.34611022,0.4746029,0,0,6.5526667,0,0.84484386,0,0.14674358,0,0,0.35231122,0,0
567,0,0,0,0,1.4892473,2.5289345,0,0,0,0,0,0,0.28242365,0.6254389,0,0,0,0,0,3.8895855,0,0,0,0,2.6466236,0,3.284634,0.08266636,1.8631724,0,0,1.2245883,7.872936,0.40173545,0,0,2.055065,0.36617738,0,0,0,0.18565947,5.842879,2.5913167,0,0,1.0615779,0,0,0,2.616801,0,1.0664115,0.89367574,0,3.6688404,0.8151637,1.9266877,0,0.08591126
